Dataset,Algorithm,Population Length,Generations,Selection Scheme,Selection Candidates,Crossover Scheme,Crossover Probability,Mutation Scheme,Mutation Probability,Replacement Scheme,Time(s),AvgValue,BestAvgValue,BestGeneration,HV,Spread,NumSolutions,Spacing,NumGenerations
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,478.5560419559479,0.3550605451473745,0.4347721517598482,55,0.17872906727240798,0.968409403334385,51,0.15314669297900357,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,187.84195137023926,0.512950988504822,0.6435695459609272,64,1.0,0.9623071138775924,56,0.39298993115665987,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,190.2014729976654,0.4876660540314709,0.6435695459609272,39,0.8558045791927371,0.9649814622130444,54,0.4286762277230824,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,188.09693098068237,0.5119700784721671,0.6435695459609272,51,0.9536913415531837,0.9632995604903529,55,0.3882631584481382,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,190.29438543319702,0.5223683449610056,0.6435695459609272,45,1.0,0.9612393441948193,55,0.3795568921282809,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,189.65872263908386,0.5171457143795959,0.6435695459609272,51,0.9141854527051896,0.9630557194055044,52,0.3808310802437414,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,189.94685578346252,0.5148948969739514,0.6435695459609272,58,1.0,0.9622442726490079,52,0.37960805841114437,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,190.6086311340332,0.5203028342345969,0.6435695459609272,32,0.9141854527051896,0.9645097686463023,56,0.3861540929534901,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,189.81283736228943,0.5193853485918374,0.6435695459609272,29,1.0,0.9631647350985406,55,0.37789474916503474,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,191.3617148399353,0.5377847315619058,0.6435695459609272,23,0.8406272236535395,0.9646433749920823,53,0.3588550480368334,100
1,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,190.84658789634705,0.4943341008461324,0.6435695459609272,42,1.0,0.9649250743683075,51,0.4277001462860398,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,110.4402391910553,0.3714117451157231,0.4162331469662184,34,0.07285600265463081,0.7325721521728499,32,0.10545489483178373,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,115.27740979194641,0.37244846749414945,0.4266598450620392,46,0.09053835561000588,0.6890404073925375,32,0.11672605360894016,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,107.91133689880371,0.38083795999026787,0.42528466005965254,78,0.12235106881112481,0.7109489444886646,30,0.11416590694806783,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,109.66083598136902,0.3801936461448567,0.4282126733301065,64,0.13730446573391905,0.6338789693094588,35,0.1045448316288431,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,106.59746050834656,0.37822958161253845,0.412080779838928,85,0.09993642391136404,0.69159829459598,30,0.10216354140258672,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,96.44694662094116,0.37787977831699465,0.4304317832831207,46,0.10688426727028992,0.6716394457774182,24,0.10212840008082107,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,110.14430332183838,0.3742013034059541,0.41720777040541923,56,0.1199148366856628,0.7083967934716975,34,0.10591687969865646,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,108.14610815048218,0.38113819535888005,0.41946150534670945,58,0.11141766136499773,0.6214115718579216,36,0.11363630044971781,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,111.36648678779602,0.3796999568793277,0.4191711310856133,61,0.0968205339988964,0.6698143917878961,30,0.09819316081090765,100
s3,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,112.7042510509491,0.3705851008506746,0.4131650181246208,79,0.12229920859693046,0.5662127197039025,36,0.11465145336819564,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,798.5998196601868,0.3568298396713038,0.415335252710809,92,0.09877142224551283,0.9714801853288924,41,0.13800547884717476,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,832.2694361209869,0.376128048137703,0.40878189223378836,14,0.09209186561245208,0.9699534328070774,55,0.10265540896281924,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,816.4035711288452,0.354497268919527,0.4113278846799018,33,0.12490170613459627,0.9693092321817242,48,0.14473029829270995,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,810.8765027523041,0.3669142259163917,0.4121353694352994,66,0.10724196630691218,0.9727888220055344,43,0.14105126189068332,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,834.9608747959137,0.3562805522948318,0.42625152028393576,95,0.12879421291107265,0.9704366983672346,44,0.14758148746036923,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,816.319494009018,0.36425157451656887,0.41468491638796634,88,0.08976813371809586,0.9723297496310681,45,0.12371735851548701,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,819.3334240913391,0.3702410129090737,0.415613230802969,91,0.08426184728114632,0.9707028156988508,47,0.1150003947904636,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,798.4715957641602,0.3548687419983796,0.4249065787111625,89,0.09977186116726215,0.9697543788605874,43,0.12968113342280463,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,802.1154491901398,0.367673707763576,0.41053394880121896,49,0.10585803722792334,0.9673967836343954,46,0.10748114478861229,100
s3,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,0.05,elitism,808.8418538570404,0.3700820699016911,0.42856238897280813,19,0.12499373996162563,0.9688336234185462,63,0.11880282365310661,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,644.0594103336334,0.4293800067512731,0.5188058140174286,97,0.33673609087541645,0.9616578308812173,84,0.19781233761499675,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,663.1654653549194,0.4320884050860562,0.5277045715521538,86,0.3828264329666644,0.9656466587318342,96,0.22897335955300627,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,654.9261183738708,0.4224986351331454,0.521217036837019,84,0.35808215211754535,0.9674507975638608,91,0.24369824667558443,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,660.6913616657257,0.436122900920389,0.5154385180336116,98,0.27488260942478615,0.9554499655690115,70,0.19262174486942435,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,646.9469904899597,0.4207440768888275,0.5263673677756503,97,0.429146181673433,0.9560477589703826,74,0.2419675562740152,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,655.2732503414154,0.4268381130544697,0.5067490790694927,99,0.2773371999122795,0.9626455663142571,80,0.20436003328852617,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,653.594001531601,0.4480813724688309,0.5203533698467349,96,0.31781332880602564,0.9605929540588142,90,0.17970450235345714,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,658.2621552944183,0.4349870323556204,0.5205819326850617,84,0.4427299545917776,0.9657872136107409,91,0.22467892114527135,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,654.6859414577484,0.4263186383271251,0.52049921587026,89,0.37377725866285305,0.9549194241184693,74,0.23256879840650163,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,0.05,elitism,657.283953666687,0.4308423272540172,0.5202476634094988,97,0.38024283899062516,0.9457487731370703,64,0.21795443289105126,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,459.6092836856842,0.2687388328442754,0.43356584756229793,35,0.28264041206075896,0.9617469176244116,36,0.2850443755364148,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,513.2691135406494,0.3831248884942814,0.4331827302060611,11,0.20160131408584364,0.9725754346517879,43,0.17432334936582644,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,537.7720105648041,0.3646119608374909,0.42849712743731944,41,0.2026188541980697,0.9695643096137309,50,0.20351517661033258,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,496.3167817592621,0.28100598153025536,0.43458379080969345,22,0.22855609817842196,0.9663770400474175,46,0.24822338592502372,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,543.7265074253082,0.36546326200272855,0.4417067688125575,5,0.15386272235724802,0.9305315709972547,38,0.14142777865967932,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,551.9020640850067,0.3641782073374453,0.4190632754966142,60,0.1367815318433432,0.9271956171152266,35,0.14057290021248298,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,519.6008574962616,0.31305870352912557,0.44733134188326085,9,0.20818729453756754,0.9708356368435854,41,0.24631362000865475,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,547.8283333778381,0.38906763014327406,0.43825925941676547,14,0.1717437318450156,0.965302918680676,40,0.15485153213879413,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,526.9635219573975,0.31047469208029443,0.43195867707514857,79,0.17038035370633475,0.958859320102914,38,0.20718466495168275,100
s2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,527.8296761512756,0.3337090782729285,0.4332797814539058,79,0.18114693935545736,0.9632346594599143,49,0.2020748170364386,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,84.73877024650574,0.38564819062528216,0.45319838560246706,92,0.1333284396636401,0.6013048179681824,36,0.12615658513327327,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,78.99470496177673,0.396270990612419,0.4522444332459617,62,0.1353104824992214,0.6831414064537426,27,0.10803871960894483,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,79.1473457813263,0.3814852207423353,0.4394726120716304,38,0.14016394957549586,0.673547515535808,24,0.13658028456451846,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,77.15599370002747,0.38550458712757263,0.45234507387150796,89,0.14366658395269,0.6504615743469765,32,0.12515460766100442,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,80.64253520965576,0.3882728559057985,0.4605758779910916,63,0.13620837886748505,0.6582155402420209,30,0.1122865693043443,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,80.22794461250305,0.389284656271787,0.4514148805468871,88,0.13880147254221542,0.729343460774097,36,0.11966527206017304,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,84.3351583480835,0.3883015503432318,0.4538974473218928,16,0.18982432150274692,0.6762370449872406,34,0.14918173918249833,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,79.20589566230774,0.38458162107161187,0.4556584042231376,35,0.14368156341394653,0.6455185992687575,31,0.117156372308919,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,83.38668823242188,0.3947596137282757,0.4547426804908454,35,0.18720807617671617,0.6381656575316836,41,0.13454450881449595,100
2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,71.75935411453247,0.3998267092481047,0.4555251965028001,28,0.13369365307675724,0.6555941279604586,20,0.13946528841724776,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,73.19738364219666,0.36190091789398154,0.450765913379557,29,0.2256478636579204,0.7030207402797073,39,0.12175531380739492,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,73.98730874061584,0.3707165750449356,0.4339790014554586,73,0.19317551620835874,0.5995950104029594,45,0.1336958737374845,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,75.29584622383118,0.37221479063694035,0.43692823132613273,48,0.15563458177090697,0.7009593161453235,41,0.13532200151104398,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,71.18783569335938,0.3641416687714599,0.4355967055566356,86,0.184425014252526,0.5991879832718744,40,0.14431976176353284,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,75.01515936851501,0.3626393720884459,0.4370542788629457,50,0.17474137925436614,0.5791623530557917,35,0.14638097528731986,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,74.47290086746216,0.36755971614822097,0.4344774534641632,25,0.14885645561711597,0.6687004763989437,42,0.11755603633915067,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,72.49049282073975,0.36268833592298316,0.41971719872877195,27,0.18803783871935256,0.6452380871886845,35,0.15203913248627024,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,74.61303353309631,0.36124823201246076,0.43628107292312174,80,0.19123635881703485,0.6240771334786905,40,0.14489039948026428,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,63.451411724090576,0.3728263837409083,0.4301093736615478,22,0.1739465233635206,0.5455742728730235,31,0.13231725818825235,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,73.75769972801208,0.3489898511689352,0.42854974881113317,58,0.18385548813261954,0.632492449262713,39,0.16208955101078543,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,651.7748038768768,0.43604202651700497,0.498165071952396,99,0.2881264412595622,0.944047217491803,58,0.17312605531041073,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,653.353119134903,0.41438315906834655,0.490362514496142,88,0.26235606164755926,0.9437594369345622,51,0.21457568980878458,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,650.7280173301697,0.4212952169706688,0.4827008376791737,99,0.25529045561180397,0.9472779747390794,53,0.18894373674350523,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,649.5582096576691,0.4019865806780717,0.4933411576777902,92,0.2542142395504879,0.9489663827542856,64,0.19021604942247236,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,638.9494397640228,0.4040529982247408,0.5006669142194038,97,0.29159832704608823,0.9610103201535719,74,0.21441889954204257,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,660.6786658763885,0.4206588738603303,0.49580793026915526,97,0.2926755752967474,0.9541909251330415,69,0.1908586553761494,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,654.3986074924469,0.41892417559529427,0.48406116438039865,99,0.2675142072081866,0.9300788012596292,51,0.1619382529028458,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,661.1580011844635,0.4331655026685205,0.49775078572778514,96,0.33292124004621904,0.9400206289997868,53,0.18304707921898056,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,657.243022441864,0.44170475354662303,0.4995005785096771,99,0.20538648552520777,0.9307337998985046,44,0.1540399155121032,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,0.05,elitism,664.7613706588745,0.43060929729980507,0.4844053051954562,86,0.21532161525377197,0.9491977398289075,57,0.16584816975363448,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,627.417204618454,0.45302928623278255,0.5331798797061162,98,0.3513760505719333,0.968432927818274,100,0.22042392410820905,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,610.6632277965546,0.43016490391212336,0.5221242826101637,95,0.4673383779644803,0.9683306703254027,100,0.26325990159480683,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,609.5066256523132,0.4420793175726404,0.5261503660605001,87,0.38646811970521516,0.970115186329654,100,0.254934630990048,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,617.8310940265656,0.4435437428942145,0.531559433602411,98,0.40817536382785413,0.9686208300952356,99,0.2395871367302024,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,606.171605348587,0.44817421894809806,0.5395988168136312,99,0.46079098064437635,0.9686134270578127,100,0.2569481334394685,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,621.5206108093262,0.4531110406150048,0.5328008494815301,93,0.4240576825405014,0.9691650567350006,100,0.24226404345954552,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,620.156002998352,0.45619634050055213,0.5365917754216183,94,0.36819735474989534,0.9693653484407985,100,0.22450328320003154,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,616.3216228485107,0.4388620383244448,0.5319603788392412,96,0.35521812200879793,0.9699885576341984,98,0.2565045692453038,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,626.713515996933,0.46818767630928654,0.5303791529022512,94,0.3946183561449451,0.9690346867657391,99,0.22711718728773075,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.6,flip1bit,1.0,elitism,607.8470335006714,0.42957162918319747,0.5318921422973,99,0.4530122632608042,0.9676834549961809,100,0.2675515222949149,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,18.21775770187378,0.45534541452687305,0.6111097120028804,51,0.5637670991289411,0.563470301319163,26,0.366235753593173,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,18.13603138923645,0.4807400023233932,0.6052439995630002,60,0.6194504508649247,0.674023905986464,29,0.30396019601738683,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,19.798142433166504,0.4894000801274316,0.5961350479544181,23,0.5239200711569133,0.519527145267223,30,0.32047060368241453,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,19.092100858688354,0.4413865884791936,0.5961045664025543,73,0.9327079499447921,0.6331963453078524,31,0.39786491516117684,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,18.10182237625122,0.4983831828963014,0.6059861695465413,54,0.6524963194700036,0.4926352811246345,25,0.33193056853624836,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,17.910840272903442,0.407633983685397,0.6312285728404151,54,0.43284535639798805,0.7237592272358107,24,0.36106682220977154,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,17.748295783996582,0.45854256761826584,0.6010593596669975,80,0.5995755888847993,0.5785668562705928,26,0.3446354277807166,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,17.14842987060547,0.47284075154264427,0.6045351848575365,14,0.645977180714023,0.7154403672411187,20,0.3716145697997232,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,17.024702310562134,0.5019346911585958,0.6210835317199916,71,0.3455787633419212,0.6689746087564316,20,0.29965482245952574,100
1,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,18.70164918899536,0.46153977994178663,0.6135630377469153,30,0.6043372745675377,0.6281275551106443,27,0.334070717504415,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,64.0918779373169,0.3653031915766704,0.43356584756229793,35,0.21718842228049118,0.7042320960520497,40,0.13974989402153673,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,68.76472210884094,0.35498348557255915,0.4383813610644565,88,0.20038061138896177,0.6212268100690929,47,0.1401514191326078,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,67.31139779090881,0.3564621772245721,0.4340686598435614,51,0.19322370354596213,0.6631657399080019,39,0.13389497052445604,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,69.4642186164856,0.3691112989608678,0.4361775019390909,77,0.16330059264206254,0.647561464120181,45,0.1169676627504439,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,66.53091740608215,0.3727607713255625,0.4198995107834641,20,0.1494418915407329,0.6546116002833577,36,0.14531274653347592,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,66.34351539611816,0.3634227141771534,0.43666694523434885,85,0.16340156938856254,0.5559971345061113,30,0.12352214275518694,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,68.09299492835999,0.3803012208855157,0.4418106163894716,38,0.15752213568206147,0.7040434395390813,38,0.11453334774979243,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,68.25398588180542,0.36686698787474104,0.4307830325751895,44,0.22954336421146562,0.5582922873654221,47,0.1529929788910137,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,70.59908246994019,0.36612672162451876,0.4390393050878189,61,0.23334057815175682,0.6720867518334431,40,0.13589798981616003,100
s2,GeneticNDSAlgorithm,100,100,tournament,2,onepoint,0.6,flipeachbit,1.0,elitism,62.339590072631836,0.3519575583640004,0.43058541306107223,35,0.1722794329626477,0.7078531386610231,34,0.14956263308341522,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,631.4480130672455,0.4122534799253165,0.5208208517194363,96,0.3464481809989441,0.964498494697176,93,0.21233844020452883,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,640.6090843677521,0.42331427429780755,0.506018582984024,96,0.306830601990664,0.9659715063941041,95,0.20293501583762746,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,648.0478157997131,0.4327436062105964,0.5131446018950419,99,0.2034018776042003,0.9632114056347045,88,0.17797122216697817,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,635.3262825012207,0.40730404610519794,0.49637822763274675,98,0.3000266769621457,0.9635016140716294,83,0.21351187534686503,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,637.3432664871216,0.40725520375732044,0.5066666196654593,99,0.32619205835251447,0.9663674369122647,98,0.20601598204323063,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,643.8114492893219,0.4153328695341675,0.49914921948462304,97,0.3858003498681428,0.9655838676640126,89,0.24085723486295602,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,641.7371954917908,0.4300351318636208,0.500432011097444,80,0.34159653983447374,0.9666578095407531,97,0.2002788847140585,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,638.8640999794006,0.4243357176598619,0.5167369264105987,97,0.2533250222526089,0.9656612362489259,90,0.17651671407164238,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,643.0049843788147,0.42273780524842636,0.4968997115096906,91,0.2732676693087224,0.9658786236683399,95,0.18182594257460738,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flip1bit,1.0,elitism,651.929013967514,0.42155938904794515,0.500210244037381,99,0.4268971477960244,0.9661506089458977,96,0.22284204685162604,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,660.1316277980804,0.3661529602063906,0.45382768125615364,1,0.16445867612179868,0.9569350110030358,33,0.20000161347745823,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,635.1217482089996,0.37571920260188985,0.4374447164842001,6,0.13572416568841186,0.920232888822993,33,0.13890370316161257,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,585.3660242557526,0.27368884414037664,0.4361982670265848,28,0.1707086093178999,0.9553224319979956,28,0.18951436870847438,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,609.4072229862213,0.2748489188337707,0.44903590520556147,85,0.16358105754718194,0.9476725940979494,27,0.1624730303308328,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,716.9780569076538,0.37774803820430136,0.44673638029444235,23,0.14281609264456824,0.8984489744658725,24,0.1503854907625557,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,702.2812354564667,0.3735653240295457,0.4424017471756287,39,0.14749605681924974,0.9293128529513711,27,0.16671665956333043,100
2,NSGAIIAlgorithm,100,100,tournament,2,onepoint,0.8,flipeachbit,1.0,elitism,606.1154074668884,0.2837952122476962,0.43765181028784067,25,0.16231539143398943,0.9480211217553944,27,0.15405349006907093,100
